city_development_index,training_hours,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
0.92,280,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,0
0.766,40,city_158,,Has relevent experience,Part time course,Graduate,STEM,5,10000+,,never,0
0.924,44,city_104,Male,No relevent experience,Full time course,Graduate,STEM,9,100-500,,1,0
0.939,49,city_75,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,,,1,0
0.796,234,city_20,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,0
0.896,210,city_50,Male,No relevent experience,Part time course,High School,,5,<10,Early Stage Startup,never,1
0.91,92,city_16,Female,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,0
0.92,108,city_160,,No relevent experience,no_enrollment,Graduate,STEM,13,,,>4,0
0.939,35,city_75,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
0.939,85,city_28,Male,Has relevent experience,Full time course,High School,,8,,,>4,0
0.624,130,city_21,,No relevent experience,Full time course,High School,,2,,,never,0
0.92,86,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,1
0.91,66,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,1,0
0.738,78,city_123,Male,No relevent experience,no_enrollment,Masters,STEM,14,,,1,0
0.92,12,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,oct-49,Pvt Ltd,3,0
0.92,96,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,0
0.92,31,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,0
0.925,88,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,oct-49,Pvt Ltd,4,0
0.624,45,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,1
0.939,218,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,2,0
0.926,218,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,1
0.802,50,city_65,,No relevent experience,no_enrollment,Graduate,Arts,>20,,,3,0
0.624,104,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,1,1
0.766,22,city_158,Male,No relevent experience,no_enrollment,,,2,,,never,0
0.624,25,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Early Stage Startup,2,0
0.896,39,city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,0
0.91,66,city_16,Male,Has relevent experience,Full time course,,,5,100-500,Pvt Ltd,2,0
0.92,44,city_103,,No relevent experience,no_enrollment,Graduate,STEM,9,,,1,0
0.754,44,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,0
0.92,4,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,0
0.698,6,city_90,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,>4,1
0.939,34,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,0
0.92,57,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,13,,,>4,0
0.698,52,city_70,Female,No relevent experience,no_enrollment,Graduate,Humanities,<1,,,1,1
0.836,9,city_138,,No relevent experience,no_enrollment,Primary School,,1,,,never,0
0.624,6,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,1
0.895,122,city_10,,Has relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,0
0.802,51,city_65,Other,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,never,0
0.624,54,city_21,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,,never,1
0.92,10,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,0
0.624,210,city_21,,Has relevent experience,Full time course,Masters,STEM,6,100-500,Pvt Ltd,1,0
0.897,84,city_136,,No relevent experience,Full time course,Graduate,STEM,1,,,never,1
0.92,256,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0
0.926,72,city_114,Male,No relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,4,0
0.91,55,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,1,0
0.92,8,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,1
0.887,62,city_100,,No relevent experience,no_enrollment,Phd,STEM,>20,,,3,1
0.92,168,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,0
0.698,24,city_150,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,>4,0
0.92,30,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
0.624,63,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,6,,,4,1
0.624,5,city_21,,Has relevent experience,no_enrollment,Graduate,Other,3,100-500,Pvt Ltd,3,0
0.624,50,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,17,,,never,1
0.92,59,city_160,,No relevent experience,no_enrollment,Phd,STEM,>20,oct-49,Pvt Ltd,1,0
0.74,26,city_143,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,3,0
0.897,180,city_136,Female,Has relevent experience,no_enrollment,Masters,STEM,10,oct-49,Pvt Ltd,4,0
0.682,28,city_19,Male,Has relevent experience,no_enrollment,High School,,7,1000-4999,Pvt Ltd,1,0
0.682,13,city_19,,Has relevent experience,Full time course,Graduate,STEM,3,,,never,1
0.92,23,city_103,Male,Has relevent experience,Full time course,Graduate,Business Degree,14,<10,Pvt Ltd,>4,0
0.949,77,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,0
0.92,90,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,10,500-999,Pvt Ltd,1,0
0.92,34,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,>4,0
0.855,140,city_67,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Pvt Ltd,3,1
0.92,20,city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,0
0.624,138,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,1
0.887,102,city_100,Male,Has relevent experience,Part time course,High School,,16,,,never,1
0.843,134,city_159,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,>4,0
0.624,15,city_21,,No relevent experience,Full time course,Masters,STEM,<1,,,1,0
0.92,50,city_103,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,1
0.624,56,city_21,,No relevent experience,no_enrollment,Primary School,,3,,,never,1
0.624,13,city_21,Male,No relevent experience,Part time course,Graduate,STEM,<1,,,never,1
0.92,45,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,0
0.691,138,city_91,Male,No relevent experience,no_enrollment,High School,,7,,,1,0
0.92,4,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.926,11,city_114,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,,,4,0
0.738,56,city_123,Male,No relevent experience,no_enrollment,High School,,>20,,,1,0
0.92,34,city_160,,No relevent experience,Full time course,Graduate,STEM,3,,,1,1
0.92,220,city_103,,No relevent experience,no_enrollment,Masters,STEM,3,100-500,NGO,1,0
0.92,25,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,0
0.624,46,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,1,oct-49,,1,0
0.802,94,city_65,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,0
0.827,15,city_13,,No relevent experience,no_enrollment,,,2,,,never,0
0.848,8,city_27,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,2,1
0.698,24,city_14,Male,No relevent experience,Full time course,Graduate,STEM,4,,Pvt Ltd,never,1
0.55,61,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,never,1
0.949,50,city_98,,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Public Sector,1,0
0.897,11,city_136,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,NGO,1,0
0.92,12,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0
0.698,16,city_76,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,1
0.624,23,city_21,,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,1,0
0.92,43,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,0
0.91,65,city_16,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,NGO,4,1
0.855,49,city_67,,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,0
0.92,32,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,0
0.926,151,city_114,,Has relevent experience,Full time course,High School,,9,<10,Early Stage Startup,1,0
0.624,164,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,1
0.899,70,city_23,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,0
0.92,84,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,,4,0
0.624,34,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,4,1
0.897,15,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,oct-49,Funded Startup,1,0
0.624,17,city_21,,No relevent experience,Full time course,Graduate,STEM,7,,,never,1
0.926,26,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Pvt Ltd,>4,0
0.91,70,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,0
0.92,104,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,5,oct-49,NGO,1,0
0.92,21,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,0
0.92,92,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,0
0.92,31,city_160,,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,never,0
0.884,8,city_71,Other,Has relevent experience,no_enrollment,Graduate,Arts,<1,,,1,1
0.926,51,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,15,<10,Early Stage Startup,1,0
0.624,15,city_21,Female,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,1
0.92,198,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,,,,>4,1
0.624,18,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,,1000-4999,Pvt Ltd,1,0
0.925,158,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,0
0.924,72,city_104,Male,No relevent experience,Full time course,High School,,5,,,1,0
0.624,78,city_21,Male,No relevent experience,Full time course,High School,,2,,,never,1
0.527,96,city_128,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Funded Startup,1,1
0.836,141,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,1
0.939,13,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Public Sector,4,0
0.92,6,city_103,,Has relevent experience,no_enrollment,Phd,STEM,>20,,,2,0
0.624,160,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,1
0.92,27,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Public Sector,2,0
0.92,116,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,0
0.878,24,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,0
0.939,64,city_75,Male,No relevent experience,Full time course,Graduate,STEM,8,10000+,Public Sector,2,0
0.887,91,city_100,,Has relevent experience,Part time course,High School,,6,10000+,Public Sector,1,1
0.624,20,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,4,0
0.92,20,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,0
0.804,43,city_102,Male,Has relevent experience,Full time course,Masters,Humanities,2,50-99,Funded Startup,1,0
0.738,148,city_123,Male,Has relevent experience,Full time course,Masters,STEM,7,1000-4999,Pvt Ltd,2,0
0.926,48,city_114,,Has relevent experience,no_enrollment,High School,,17,50-99,Pvt Ltd,>4,0
0.939,29,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,>4,0
0.91,46,city_16,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,2,0
0.624,111,city_21,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,4,1
0.92,138,city_160,,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,0
0.92,18,city_103,Male,No relevent experience,no_enrollment,Phd,STEM,>20,50-99,NGO,>4,0
0.939,17,city_75,,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,2,0
0.897,102,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0
0.896,78,city_50,Male,No relevent experience,Full time course,Graduate,STEM,7,,,never,1
0.91,51,city_16,Male,No relevent experience,Full time course,High School,,6,,Pvt Ltd,never,0
0.848,102,city_27,,No relevent experience,,,,15,,,>4,0
0.624,28,city_21,Male,No relevent experience,Full time course,High School,,3,,,never,1
0.92,97,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,>4,0
0.92,29,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,0
0.893,15,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,1
0.92,170,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,0
0.939,22,city_75,Male,Has relevent experience,no_enrollment,High School,,3,50-99,Pvt Ltd,1,0
0.92,3,city_103,Male,No relevent experience,Full time course,High School,,4,,,,1
0.855,6,city_67,,No relevent experience,Full time course,Graduate,STEM,8,,Pvt Ltd,never,0
0.92,33,city_103,,Has relevent experience,Part time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,0
0.624,61,city_21,,No relevent experience,Full time course,,,2,,,,0
0.897,18,city_136,,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,0
0.92,78,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,0
0.804,32,city_102,Male,No relevent experience,Full time course,High School,,3,,,never,0
0.92,165,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,0
0.897,58,city_136,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,>4,0
0.887,14,city_100,Male,Has relevent experience,Part time course,High School,,3,oct-49,Pvt Ltd,1,0
0.887,63,city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,0
0.924,73,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,3,0
0.855,88,city_67,,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,>4,1
0.624,180,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,3,1
0.92,29,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,0
0.855,17,city_67,Male,No relevent experience,Part time course,Graduate,STEM,14,100-500,Pvt Ltd,>4,0
0.624,24,city_21,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,,,>4,1
0.926,47,city_114,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,1,0
0.743,278,city_9,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,0
0.92,9,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,0
0.897,15,city_136,Male,Has relevent experience,no_enrollment,High School,,15,,,4,0
0.73,87,city_81,Male,No relevent experience,no_enrollment,Graduate,STEM,6,oct-49,NGO,1,0
0.624,264,city_21,,No relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,0
0.698,111,city_76,,No relevent experience,Part time course,Masters,STEM,4,500-999,Public Sector,,1
0.624,9,city_21,,No relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,1
0.91,24,city_16,,Has relevent experience,no_enrollment,Graduate,Business Degree,14,100-500,Pvt Ltd,1,0
0.775,108,city_59,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,0
0.925,270,city_89,Male,Has relevent experience,Full time course,Graduate,STEM,11,50-99,,,0
0.926,70,city_114,,No relevent experience,no_enrollment,High School,,4,,,never,0
0.878,248,city_173,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,0
0.92,49,city_103,Male,No relevent experience,Full time course,Graduate,Humanities,2,,,1,1
0.926,67,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,oct-49,Pvt Ltd,>4,0
0.92,30,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0
0.897,29,city_136,Male,Has relevent experience,Part time course,Masters,STEM,6,,,1,0
0.92,54,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,0
0.884,55,city_71,,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,0
0.855,94,city_67,Female,No relevent experience,no_enrollment,Graduate,STEM,9,oct-49,Funded Startup,2,0
0.897,35,city_136,,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,3,0
0.624,28,city_21,,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,1
0.92,57,city_103,Male,No relevent experience,no_enrollment,High School,,<1,50-99,Pvt Ltd,1,0
0.91,28,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,11,50-99,Pvt Ltd,>4,0
0.794,41,city_105,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,,,2,1
0.91,21,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,0
0.92,3,city_103,,Has relevent experience,Full time course,Graduate,STEM,7,,,1,1
0.89,81,city_45,,Has relevent experience,Part time course,Masters,STEM,8,50-99,Public Sector,2,1
0.624,21,city_21,,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,Pvt Ltd,1,0
0.884,18,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,oct-49,Public Sector,>4,0
0.855,38,city_67,Male,No relevent experience,Full time course,Graduate,STEM,7,5000-9999,Pvt Ltd,1,0
0.624,12,city_21,Male,No relevent experience,no_enrollment,,,<1,,,never,0
0.92,111,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
0.92,104,city_103,Male,No relevent experience,no_enrollment,,,4,,,2,0
0.92,8,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,,2,0
0.743,44,city_116,,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,1
0.698,22,city_90,,No relevent experience,Part time course,Graduate,STEM,7,,,1,1
0.624,92,city_21,,Has relevent experience,Full time course,Masters,Other,4,10000+,Pvt Ltd,1,0
0.887,37,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,oct-49,Pvt Ltd,1,0
0.92,140,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,oct-49,Pvt Ltd,>4,0
0.926,99,city_114,,Has relevent experience,no_enrollment,Graduate,Arts,10,100-500,Pvt Ltd,2,0
0.92,48,city_103,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,1
0.91,6,city_16,Male,No relevent experience,no_enrollment,,,4,,Pvt Ltd,never,0
0.925,162,city_97,,Has relevent experience,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,0
0.926,2,city_114,Male,No relevent experience,Full time course,Graduate,STEM,10,,,never,0
0.68,51,city_131,,No relevent experience,no_enrollment,Masters,STEM,3,,Pvt Ltd,never,1
0.624,7,city_21,Male,No relevent experience,Full time course,High School,,3,,,never,1
0.926,20,city_114,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,oct-49,Pvt Ltd,1,0
0.92,31,city_103,Male,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Pvt Ltd,1,0
0.558,63,city_101,Male,No relevent experience,Part time course,High School,,6,,,>4,1
0.92,214,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,1
0.624,31,city_21,,No relevent experience,no_enrollment,Masters,Other,<1,,,1,0
0.91,65,city_16,Female,No relevent experience,,Graduate,STEM,4,,Pvt Ltd,never,0
0.624,14,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,0
0.92,16,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,>4,0
0.776,50,city_40,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,oct-49,Pvt Ltd,2,0
0.73,89,city_81,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,0
0.479,40,city_126,,Has relevent experience,Part time course,Phd,STEM,>20,,,>4,0
0.92,54,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,0
0.92,330,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,0
0.698,11,city_70,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0
0.887,45,city_100,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,<10,Pvt Ltd,2,1
0.92,88,city_103,Male,Has relevent experience,no_enrollment,Primary School,,>20,1000-4999,Pvt Ltd,>4,0
0.698,78,city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,0
0.92,74,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,0
0.926,41,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,>4,0
0.843,74,city_159,Male,No relevent experience,Full time course,High School,,1,,Pvt Ltd,never,0
0.855,21,city_67,,No relevent experience,no_enrollment,Masters,STEM,2,500-999,Pvt Ltd,1,0
0.843,20,city_159,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,never,0
0.624,17,city_21,,No relevent experience,Part time course,Masters,STEM,14,,,1,0
0.92,25,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,0
0.92,37,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,>4,0
0.884,46,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Public Sector,1,0
0.926,10,city_114,,Has relevent experience,no_enrollment,Phd,Humanities,1,50-99,Pvt Ltd,1,0
0.698,18,city_90,Male,No relevent experience,no_enrollment,Masters,STEM,11,,,never,0
0.827,89,city_41,,Has relevent experience,no_enrollment,,,4,50-99,Funded Startup,1,0
0.92,128,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,0
0.92,14,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,,,2,0
0.91,29,city_16,,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,0
0.856,45,city_69,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,0
0.92,31,city_103,,No relevent experience,Part time course,Graduate,STEM,2,50-99,Public Sector,2,0
0.926,80,city_114,,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,4,1
0.866,226,city_57,Male,Has relevent experience,Part time course,Masters,STEM,>20,<10,Pvt Ltd,>4,0
0.754,34,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,0
0.926,250,city_114,Male,Has relevent experience,Full time course,High School,,7,100-500,Pvt Ltd,2,0
0.92,198,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Funded Startup,1,0
0.624,50,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,1,1
0.895,62,city_10,Male,No relevent experience,no_enrollment,High School,,5,50-99,NGO,2,0
0.92,135,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Pvt Ltd,>4,0
0.624,50,city_21,,Has relevent experience,no_enrollment,,,5,,,4,1
0.926,37,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,never,0
0.939,13,city_75,Other,No relevent experience,no_enrollment,Graduate,Other,>20,,,>4,0
0.624,96,city_21,,Has relevent experience,,Masters,STEM,3,oct-49,Early Stage Startup,2,1
0.754,21,city_73,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,1
0.913,35,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,oct-49,Pvt Ltd,1,0
0.795,4,city_72,,Has relevent experience,,Graduate,STEM,16,,,>4,1
0.804,3,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,1,0
0.92,224,city_103,,Has relevent experience,no_enrollment,Graduate,Humanities,5,100-500,Pvt Ltd,>4,0
0.754,74,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,0
0.92,108,city_160,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,>4,0
0.624,268,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,14,oct-49,NGO,2,1
0.689,86,city_149,,Has relevent experience,,Graduate,STEM,6,50-99,Pvt Ltd,2,0
0.924,90,city_104,Female,Has relevent experience,no_enrollment,High School,,>20,50-99,,>4,0
0.624,166,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,1
0.91,24,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,>4,0
0.624,5,city_21,,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,0
0.624,15,city_21,Female,No relevent experience,Full time course,Graduate,STEM,5,,,never,0
0.924,54,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,,1,0
0.89,19,city_45,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,0
0.55,4,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,1
0.83,310,city_77,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,oct-49,Pvt Ltd,4,0
0.893,54,city_36,Male,Has relevent experience,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,1,0
0.939,6,city_75,Male,No relevent experience,Full time course,Masters,STEM,4,5000-9999,Public Sector,never,0
0.855,34,city_67,Other,No relevent experience,Part time course,Graduate,STEM,>20,,,>4,1
0.689,32,city_149,Male,No relevent experience,Part time course,High School,,2,,,1,1
0.698,157,city_152,,No relevent experience,Full time course,Masters,STEM,3,,,,1
